year,country,home_team,away_team,score
1984,Luxembourg,Luxembourg,France,0-4
1984,Tanzania,Tanzania,Sudan,1-1
1984,Portugal,Portugal,Czechoslovakia,2-1
1984,Belgium,Belgium,Albania,3-1
1984,England,England,Finland,5-0
1984,Germany,Germany,Sweden,2-0
1984,Netherlands,Netherlands,Hungary,1-2
1984,Norway,Norway,Republic of Ireland,1-0
1984,Poland,Poland,Greece,3-1
1984,Scotland,Scotland,Iceland,3-0
1984,Spain,Spain,Wales,3-0
1984,Switzerland,Switzerland,Denmark,1-0
1984,German DR,German DR,Yugoslavia,2-3
1984,Nigeria,Nigeria,Liberia,3-0
1984,Ivory Coast,Ivory Coast,Gambia,4-0
1984,Benin,Benin,Tunisia,0-2
1984,Ethiopia,Ethiopia,Kenya,3-3
1984,Czechoslovakia,Czechoslovakia,Malta,4-0
1984,Poland,Poland,Albania,2-2
1984,Turkey,Turkey,Finland,1-2
1984,Gambia,Gambia,Ivory Coast,3-2
1984,Liberia,Liberia,Nigeria,0-1
1984,Tunisia,Tunisia,Benin,4-0
1984,Austria,Austria,Netherlands,1-0
1984,Denmark,Denmark,Republic of Ireland,3-0
1984,Northern Ireland,Northern Ireland,Finland,2-1
1984,Portugal,Portugal,Sweden,1-3
1984,Scotland,Scotland,Spain,3-1
1984,Turkey,Turkey,England,0-8
1984,Wales,Wales,Iceland,2-1
1984,Cyprus,Cyprus,Hungary,1-2
1984,Luxembourg,Luxembourg,German DR,0-5
1984,France,France,Bulgaria,1-0
1984,Iran,Iran,United Arab Emirates,3-0
1984,Qatar,Qatar,Syria,1-1
1984,Saudi Arabia,Saudi Arabia,South Korea,1-1
1984,Singapore,Singapore,India,2-0
1984,China PR,China PR,Iran,0-2
1984,Kuwait,Kuwait,Qatar,1-0
1984,Syria,Syria,Saudi Arabia,0-1
1984,United Arab Emirates,United Arab Emirates,India,2-0
1984,Bulgaria,Bulgaria,Luxembourg,4-0
1984,Singapore,Singapore,China PR,0-2
1984,Syria,Syria,South Korea,1-0
1984,France,France,German DR,2-0
1984,Qatar,Qatar,Saudi Arabia,1-1
1984,Singapore,Singapore,United Arab Emirates,0-1
1984,India,India,China PR,0-3
1984,Kuwait,Kuwait,Syria,3-1
1984,Singapore,Singapore,Iran,1-1
1984,South Korea,South Korea,Qatar,0-1
1984,China PR,China PR,United Arab Emirates,5-0
1984,Saudi Arabia,Saudi Arabia,Kuwait,1-0
1984,Saudi Arabia,Saudi Arabia,Iran,1-1
1984,Kuwait,Kuwait,China PR,0-1
1984,Iran,Iran,Kuwait,1-1
1984,Malta,Malta,Germany,2-3
1984,Saudi Arabia,Saudi Arabia,China PR,2-0
1984,Albania,Albania,Belgium,2-0
1984,Cyprus,Cyprus,Netherlands,0-1
1985,Singapore,Singapore,North Korea,1-1
1985,Guinea,Guinea,Tunisia,1-0
1985,Malta,Malta,Portugal,1-3
1985,Macau,Macau,Brunei,2-0
1985,Macau,Macau,China PR,0-4
1985,Hong Kong,Hong Kong,Brunei,8-0
1985,Singapore,Singapore,Japan,1-3
1985,El Salvador,El Salvador,Suriname,3-0
1985,Portugal,Portugal,Germany,1-2
1985,Tunisia,Tunisia,Guinea,2-0
1985,China PR,China PR,Brunei,8-0
1985,El Salvador,El Salvador,Suriname,3-0
1985,Greece,Greece,Albania,2-0
1985,Netherlands,Netherlands,Cyprus,7-1
1985,Northern Ireland,Northern Ireland,England,0-1
1985,Spain,Spain,Scotland,1-0
1985,Brunei,Brunei,China PR,0-4
1985,Nepal,Nepal,South Korea,0-2
1985,Ecuador,Ecuador,Chile,1-1
1985,Honduras,Honduras,Suriname,1-1
1985,Honduras,Honduras,Suriname,2-1
1985,Libya,Libya,Sudan,4-0
1985,El Salvador,El Salvador,Honduras,1-2
1985,Malaysia,Malaysia,South Korea,1-0
1985,Uruguay,Uruguay,Ecuador,2-1
1985,Indonesia,Indonesia,Thailand,1-0
1985,Jordan,Jordan,Qatar,1-0
1985,Chile,Chile,Ecuador,6-2
1985,Indonesia,Indonesia,Bangladesh,2-0
1985,Indonesia,Indonesia,India,2-1
1985,Japan,Japan,North Korea,1-0
1985,Syria,Syria,Kuwait,1-0
1985,Thailand,Thailand,Bangladesh,3-0
1985,Chile,Chile,Uruguay,2-0
1985,Belgium,Belgium,Greece,2-0
1985,Germany,Germany,Malta,6-0
1985,Scotland,Scotland,Wales,0-1
1985,Yugoslavia,Yugoslavia,Luxembourg,1-0
1985,Jordan,Jordan,Iraq,2-3
1985,Thailand,Thailand,Indonesia,0-1
1985,Yemen,Yemen,Syria,0-1
1985,Yemen DPR,Yemen DPR,Bahrain,1-4
1985,Bangladesh,Bangladesh,India,1-2
1985,Ecuador,Ecuador,Uruguay,0-2
1985,Malaysia,Malaysia,Nepal,5-0
1985,Bangladesh,Bangladesh,Indonesia,2-1
1985,Hungary,Hungary,Cyprus,2-0
1985,Romania,Romania,Turkey,3-0
1985,Bangladesh,Bangladesh,Thailand,1-0
1985,Egypt,Egypt,Madagascar,1-0
1985,Kuwait,Kuwait,Yemen,5-0
1985,Qatar,Qatar,Iraq,3-0
1985,Brunei,Brunei,Hong Kong,1-5
1985,Bulgaria,Bulgaria,German DR,1-0
1985,India,India,Indonesia,1-1
1985,Kenya,Kenya,Nigeria,0-3
1985,South Korea,South Korea,Nepal,4-0
1985,Morocco,Morocco,Malawi,2-0
1985,Uruguay,Uruguay,Chile,2-1
1985,Zambia,Zambia,Cameroon,4-1
1985,India,India,Thailand,1-1
1985,Bahrain,Bahrain,Yemen DPR,3-3
1985,India,India,Bangladesh,2-1
1985,Qatar,Qatar,Jordan,2-0
1985,Brunei,Brunei,Macau,1-2
1985,Canada,Canada,Haiti,2-0
1985,Austria,Austria,Hungary,0-3
1985,Switzerland,Switzerland,Russia,2-2
1985,Algeria,Algeria,Angola,3-2
1985,Iraq,Iraq,Jordan,2-0
1985,Syria,Syria,Yemen,3-0
1985,United Arab Emirates,United Arab Emirates,Saudi Arabia,1-0
1985,Canada,Canada,Guatemala,2-1
1985,Nigeria,Nigeria,Kenya,3-1
1985,Cameroon,Cameroon,Zambia,1-1
1985,Ghana,Ghana,Ivory Coast,2-0
1985,Madagascar,Madagascar,Egypt,1-0
1985,Costa Rica,Costa Rica,Trinidad and Tobago,3-0
1985,Haiti,Haiti,Guatemala,0-1
1985,Yemen,Yemen,Kuwait,1-3
1985,Costa Rica,Costa Rica,Trinidad and Tobago,1-1
1985,Macau,Macau,Hong Kong,0-2
1985,Czechoslovakia,Czechoslovakia,Germany,1-5
1985,Wales,Wales,Spain,3-0
1985,Belgium,Belgium,Poland,2-0
1985,Luxembourg,Luxembourg,Yugoslavia,0-1
1985,Netherlands,Netherlands,Austria,1-1
1985,Northern Ireland,Northern Ireland,Turkey,2-0
1985,Bulgaria,Bulgaria,France,2-0
1985,Russia,Russia,Switzerland,4-0
1985,Hong Kong,Hong Kong,Macau,2-0
1985,Guatemala,Guatemala,Canada,1-1
1985,Iraq,Iraq,Qatar,2-1
1985,Austria,Austria,Cyprus,4-0
1985,Haiti,Haiti,Canada,0-2
1985,China PR,China PR,Macau,6-0
1985,Hungary,Hungary,Netherlands,0-1
1985,Guatemala,Guatemala,Haiti,4-0
1985,United States,United States,Trinidad and Tobago,2-1
1985,German DR,German DR,Luxembourg,3-1
1985,Japan,Japan,Singapore,5-0
1985,China PR,China PR,Hong Kong,1-2
1985,Greece,Greece,Poland,1-4
1985,South Korea,South Korea,Malaysia,2-0
1985,United States,United States,Trinidad and Tobago,1-0
1985,Finland,Finland,England,1-1
1985,North Korea,North Korea,Singapore,2-0
1985,Bolivia,Bolivia,Paraguay,1-1
1985,Colombia,Colombia,Peru,1-0
1985,Costa Rica,Costa Rica,United States,1-1
1985,Venezuela,Venezuela,Argentina,2-3
1985,Iceland,Iceland,Scotland,0-1
1985,Albania,Albania,Poland,0-1
1985,United States,United States,Costa Rica,0-1
1985,Bulgaria,Bulgaria,Yugoslavia,2-1
1985,Bolivia,Bolivia,Brazil,0-2
1985,Colombia,Colombia,Argentina,1-3
1985,Republic of Ireland,Republic of Ireland,Switzerland,3-0
1985,Venezuela,Venezuela,Peru,0-1
1985,Denmark,Denmark,Russia,4-2
1985,Sweden,Sweden,Czechoslovakia,2-0
1985,Finland,Finland,Romania,1-1
1985,Argentina,Argentina,Venezuela,3-0
1985,Paraguay,Paraguay,Bolivia,3-0
1985,Iceland,Iceland,Spain,1-2
1985,Argentina,Argentina,Colombia,1-0
1985,Paraguay,Paraguay,Brazil,0-2
1985,Peru,Peru,Venezuela,4-1
1985,Brazil,Brazil,Paraguay,1-1
1985,Peru,Peru,Argentina,1-0
1985,Venezuela,Venezuela,Colombia,2-2
1985,Argentina,Argentina,Peru,2-2
1985,Brazil,Brazil,Bolivia,1-1
1985,Colombia,Colombia,Venezuela,2-0
1985,Nigeria,Nigeria,Tunisia,1-0
1985,Algeria,Algeria,Zambia,2-0
1985,Tunisia,Tunisia,Nigeria,2-0
1985,South Korea,South Korea,Indonesia,2-0
1985,Libya,Libya,Ghana,2-0
1985,Morocco,Morocco,Egypt,2-0
1985,Zambia,Zambia,Algeria,0-1
1985,Indonesia,Indonesia,South Korea,1-4
1985,Costa Rica,Costa Rica,Honduras,2-2
1985,Japan,Japan,Hong Kong,3-0
1985,Canada,Canada,Costa Rica,1-1
1985,France,France,Uruguay,2-0
1985,Honduras,Honduras,Canada,0-1
1985,Romania,Romania,Finland,2-0
1985,Israel,Israel,Taiwan,6-0
1985,Bahrain,Bahrain,Syria,1-1
1985,Honduras,Honduras,Costa Rica,3-1
1985,Israel,Israel,Taiwan,5-0
1985,Wales,Wales,Scotland,1-1
1985,England,England,Romania,1-1
1985,German DR,German DR,France,2-0
1985,Canada,Canada,Honduras,2-1
1985,Syria,Syria,Bahrain,1-0
1985,United Arab Emirates,United Arab Emirates,Iraq,2-3
1985,Hong Kong,Hong Kong,Japan,1-2
1985,Czechoslovakia,Czechoslovakia,Portugal,1-0
1985,Finland,Finland,Turkey,1-0
1985,Luxembourg,Luxembourg,Bulgaria,1-3
1985,Russia,Russia,Denmark,1-0
1985,Spain,Spain,Iceland,2-1
1985,Sweden,Sweden,Germany,2-2
1985,Iraq,Iraq,United Arab Emirates,1-2
1985,Yugoslavia,Yugoslavia,German DR,1-2
1985,New Zealand,New Zealand,Taiwan,5-1
1985,Morocco,Morocco,Libya,3-0
1985,Tunisia,Tunisia,Algeria,1-4
1985,Israel,Israel,Australia,1-2
1985,New Zealand,New Zealand,Taiwan,5-0
1985,Portugal,Portugal,Malta,3-2
1985,Belgium,Belgium,Netherlands,1-0
1985,Czechoslovakia,Czechoslovakia,Sweden,2-1
1985,England,England,Turkey,5-0
1985,Germany,Germany,Portugal,0-1
1985,Norway,Norway,Denmark,1-5
1985,Romania,Romania,Northern Ireland,0-1
1985,Russia,Russia,Republic of Ireland,2-0
1985,Algeria,Algeria,Tunisia,3-0
1985,Libya,Libya,Morocco,1-0
1985,Australia,Australia,Israel,1-1
1985,Australia,Australia,Taiwan,7-0
1985,Japan,Japan,South Korea,1-2
1985,New Zealand,New Zealand,Israel,3-1
1985,Australia,Australia,Taiwan,8-0
1985,Chile,Chile,Peru,4-2
1985,Paraguay,Paraguay,Colombia,3-0
1985,Albania,Albania,Greece,1-1
1985,France,France,Luxembourg,6-0
1985,Russia,Russia,Norway,1-0
1985,Australia,Australia,New Zealand,2-0
1985,Colombia,Colombia,Paraguay,2-1
1985,Peru,Peru,Chile,0-1
1985,South Korea,South Korea,Japan,1-0
1985,France,France,Yugoslavia,2-0
1985,Israel,Israel,New Zealand,3-0
1985,Paraguay,Paraguay,Chile,3-0
1985,Republic of Ireland,Republic of Ireland,Denmark,1-4
1985,Switzerland,Switzerland,Norway,1-1
1985,Turkey,Turkey,Romania,1-3
1985,German DR,German DR,Bulgaria,2-1
1985,Chile,Chile,Paraguay,2-2
1985,Germany,Germany,Czechoslovakia,2-2
1985,Malta,Malta,Sweden,1-2
1985,Netherlands,Netherlands,Belgium,2-1
1985,Scotland,Scotland,Australia,2-0
1985,Iraq,Iraq,Syria,3-1
1986,Egypt,Egypt,Senegal,0-1
1986,Ivory Coast,Ivory Coast,Mozambique,3-0
1986,Cameroon,Cameroon,Zambia,3-2
1986,Egypt,Egypt,Ivory Coast,2-0
1986,Mozambique,Mozambique,Senegal,0-2
1986,Cameroon,Cameroon,Morocco,1-1
1986,Egypt,Egypt,Mozambique,2-0
1986,Ivory Coast,Ivory Coast,Senegal,1-0
1986,Algeria,Algeria,Cameroon,2-3
1986,Morocco,Morocco,Zambia,1-0
1986,Cameroon,Cameroon,Ivory Coast,1-0
1986,Egypt,Egypt,Morocco,1-0
1986,Ivory Coast,Ivory Coast,Morocco,3-2
1986,Bulgaria,Bulgaria,Italy,1-1
1986,Canada,Canada,France,0-1
1986,Spain,Spain,Brazil,0-1
1986,Argentina,Argentina,South Korea,3-1
1986,Russia,Russia,Hungary,6-0
1986,Algeria,Algeria,Northern Ireland,1-1
1986,Mexico,Mexico,Belgium,2-1
1986,Portugal,Portugal,England,1-0
1986,Paraguay,Paraguay,Iraq,1-0
1986,Scotland,Scotland,Denmark,0-1
1986,Uruguay,Uruguay,Germany,1-1
1986,France,France,Russia,1-1
1986,Italy,Italy,Argentina,1-1
1986,South Korea,South Korea,Bulgaria,1-1
1986,Brazil,Brazil,Algeria,1-0
1986,Hungary,Hungary,Canada,2-0
1986,Mexico,Mexico,Paraguay,1-1
1986,Northern Ireland,Northern Ireland,Spain,1-2
1986,Poland,Poland,Portugal,1-0
1986,Denmark,Denmark,Uruguay,6-1
1986,Germany,Germany,Scotland,2-1
1986,Iraq,Iraq,Belgium,1-2
1986,Hungary,Hungary,France,0-3
1986,Russia,Russia,Canada,2-0
1986,Argentina,Argentina,Bulgaria,2-0
1986,South Korea,South Korea,Italy,2-3
1986,England,England,Poland,3-0
1986,Mexico,Mexico,Iraq,1-0
1986,Paraguay,Paraguay,Belgium,2-2
1986,Portugal,Portugal,Morocco,1-3
1986,Algeria,Algeria,Spain,0-3
1986,Northern Ireland,Northern Ireland,Brazil,0-3
1986,Denmark,Denmark,Germany,2-0
1986,Mexico,Mexico,Bulgaria,2-0
1986,Russia,Russia,Belgium,3-4
1986,Argentina,Argentina,Uruguay,1-0
1986,Brazil,Brazil,Poland,4-0
1986,Italy,Italy,France,0-2
1986,Morocco,Morocco,Germany,0-1
1986,Denmark,Denmark,Spain,1-5
1986,England,England,Paraguay,3-0
1986,Brazil,Brazil,France,1-1
1986,Argentina,Argentina,England,2-1
1986,Spain,Spain,Belgium,1-1
1986,Argentina,Argentina,Belgium,2-0
1986,France,France,Germany,0-2
1986,France,France,Belgium,4-2
1986,Argentina,Argentina,Germany,3-2
1986,Belgium,Belgium,Republic of Ireland,2-2
1986,Finland,Finland,Wales,1-1
1986,Romania,Romania,Austria,4-0
1986,Iceland,Iceland,Russia,1-1
1986,Sweden,Sweden,Switzerland,2-0
1986,France,France,Russia,0-2
1986,Portugal,Portugal,Sweden,1-1
1986,Luxembourg,Luxembourg,Belgium,0-6
1986,Austria,Austria,Albania,3-0
1986,Czechoslovakia,Czechoslovakia,Finland,3-0
1986,England,England,Northern Ireland,3-0
1986,Hungary,Hungary,Netherlands,0-1
1986,Poland,Poland,Greece,2-1
1986,Denmark,Denmark,Finland,1-0
1986,German DR,German DR,Iceland,2-0
1986,Russia,Russia,Norway,4-0
1986,Switzerland,Switzerland,Portugal,1-1
1986,Yugoslavia,Yugoslavia,Turkey,4-0
1986,England,England,Yugoslavia,2-0
1986,Greece,Greece,Hungary,2-1
1986,Scotland,Scotland,Luxembourg,3-0
1986,Spain,Spain,Romania,1-0
1986,Italy,Italy,Switzerland,3-2
1986,Malta,Malta,Sweden,0-5
1986,Belgium,Belgium,Bulgaria,1-1
1986,Albania,Albania,Spain,1-2
1986,Cyprus,Cyprus,Greece,2-4
1986,Malta,Malta,Italy,0-2
1986,Cyprus,Cyprus,Netherlands,0-2
1987,Greece,Greece,Cyprus,3-1
1987,Italy,Italy,Malta,5-0
1987,Cyprus,Cyprus,Hungary,0-1
1987,Portugal,Portugal,Italy,0-1
1987,Scotland,Scotland,Republic of Ireland,0-1
1987,Netherlands,Netherlands,Greece,1-1
1987,Romania,Romania,Albania,5-1
1987,Portugal,Portugal,Malta,2-2
1987,Austria,Austria,Spain,2-3
1987,Belgium,Belgium,Scotland,4-1
1987,Bulgaria,Bulgaria,Republic of Ireland,2-1
1987,Northern Ireland,Northern Ireland,England,0-2
1987,Wales,Wales,Finland,4-0
1987,Switzerland,Switzerland,Malta,4-1
1987,Albania,Albania,Austria,0-1
1987,Finland,Finland,Denmark,0-1
1987,France,France,Iceland,2-0
1987,Greece,Greece,Poland,1-0
1987,Netherlands,Netherlands,Hungary,2-0
1987,Northern Ireland,Northern Ireland,Yugoslavia,1-2
1987,Romania,Romania,Spain,3-1
1987,Russia,Russia,German DR,2-0
1987,Wales,Wales,Czechoslovakia,1-1
1987,Luxembourg,Luxembourg,Bulgaria,1-4
1987,Hungary,Hungary,Poland,5-3
1987,Bulgaria,Bulgaria,Luxembourg,3-0
1987,Sweden,Sweden,Malta,1-0
1987,Luxembourg,Luxembourg,Republic of Ireland,0-2
1987,Denmark,Denmark,Czechoslovakia,1-1
1987,Iceland,Iceland,German DR,0-6
1987,Norway,Norway,Russia,0-1
1987,Sweden,Sweden,Italy,1-0
1987,Norway,Norway,France,2-0
1987,Switzerland,Switzerland,Sweden,1-1
1987,Argentina,Argentina,Peru,1-1
1987,Brazil,Brazil,Venezuela,5-0
1987,Venezuela,Venezuela,Chile,1-3
1987,Bolivia,Bolivia,Colombia,0-2
1987,Argentina,Argentina,Ecuador,3-0
1987,Chile,Chile,Brazil,4-0
1987,Peru,Peru,Ecuador,1-1
1987,Colombia,Colombia,Paraguay,3-0
1987,Chile,Chile,Colombia,2-1
1987,Argentina,Argentina,Uruguay,0-1
1987,Argentina,Argentina,Colombia,1-2
1987,Chile,Chile,Uruguay,0-1
1987,Finland,Finland,Czechoslovakia,3-0
1987,Iceland,Iceland,Norway,2-1
1987,Republic of Ireland,Republic of Ireland,Luxembourg,2-1
1987,Russia,Russia,France,1-1
1987,Wales,Wales,Denmark,1-0
1987,Bulgaria,Bulgaria,Belgium,2-0
1987,Norway,Norway,Iceland,0-1
1987,Poland,Poland,Hungary,3-2
1987,Sweden,Sweden,Portugal,0-1
1987,German DR,German DR,Russia,1-1
1987,Denmark,Denmark,Wales,1-0
1987,England,England,Turkey,8-0
1987,France,France,Norway,1-1
1987,Hungary,Hungary,Greece,3-0
1987,Poland,Poland,Netherlands,0-2
1987,Republic of Ireland,Republic of Ireland,Bulgaria,2-0
1987,Scotland,Scotland,Belgium,2-0
1987,Spain,Spain,Austria,2-0
1987,Yugoslavia,Yugoslavia,Northern Ireland,3-0
1987,Albania,Albania,Romania,0-1
1987,German DR,German DR,Norway,3-1
1987,Netherlands,Netherlands,Cyprus,8-0
1987,Russia,Russia,Iceland,2-0
1987,Belgium,Belgium,Luxembourg,3-0
1987,Bulgaria,Bulgaria,Scotland,0-1
1987,Cyprus,Cyprus,Poland,0-1
1987,Czechoslovakia,Czechoslovakia,Wales,2-0
1987,Northern Ireland,Northern Ireland,Turkey,1-0
1987,Yugoslavia,Yugoslavia,England,1-4
1987,Italy,Italy,Sweden,2-1
1987,Malta,Malta,Switzerland,1-1
1987,France,France,German DR,0-1
1987,Spain,Spain,Albania,5-0
1987,Hungary,Hungary,Cyprus,1-0
1987,Italy,Italy,Portugal,3-0
1987,Netherlands,Netherlands,Cyprus,4-0
1987,Greece,Greece,Netherlands,0-3
1987,Turkey,Turkey,Yugoslavia,2-3
1987,Malta,Malta,Portugal,0-1
1988,Algeria,Algeria,Ivory Coast,1-1
1988,Morocco,Morocco,DR Congo,1-1
1988,Cameroon,Cameroon,Egypt,1-0
1988,Kenya,Kenya,Nigeria,0-3
1988,Ivory Coast,Ivory Coast,DR Congo,1-1
1988,Morocco,Morocco,Algeria,1-0
1988,Cameroon,Cameroon,Nigeria,1-1
1988,Egypt,Egypt,Kenya,3-0
1988,Algeria,Algeria,DR Congo,1-0
1988,Algeria,Algeria,Nigeria,1-1
1988,Morocco,Morocco,Cameroon,0-1
1988,Morocco,Morocco,Algeria,1-1
1988,Cameroon,Cameroon,Nigeria,1-0
1988,Northern Ireland,Northern Ireland,Malta,3-0
1988,Libya,Libya,Burkina Faso,3-0
1988,Germany,Germany,Italy,1-1
1988,Denmark,Denmark,Spain,2-3
1988,England,England,Republic of Ireland,0-1
1988,Netherlands,Netherlands,Russia,0-1
1988,Germany,Germany,Denmark,2-0
1988,Italy,Italy,Spain,1-0
1988,England,England,Netherlands,1-3
1988,Republic of Ireland,Republic of Ireland,Russia,1-1
1988,Germany,Germany,Spain,2-0
1988,Italy,Italy,Denmark,2-0
1988,England,England,Russia,1-3
1988,Republic of Ireland,Republic of Ireland,Netherlands,0-1
1988,Germany,Germany,Netherlands,1-2
1988,Russia,Russia,Italy,2-0
1988,Russia,Russia,Netherlands,0-2
1988,Burkina Faso,Burkina Faso,Libya,2-0
1988,Uganda,Uganda,Malawi,1-0
1988,Malawi,Malawi,Uganda,3-1
1988,Tunisia,Tunisia,Guinea,5-0
1988,Guinea,Guinea,Tunisia,3-0
1988,Liberia,Liberia,Ghana,2-0
1988,Finland,Finland,Germany,0-4
1988,Iceland,Iceland,Russia,1-1
1988,Netherlands,Netherlands,Wales,1-0
1988,Norway,Norway,Scotland,1-2
1988,Luxembourg,Luxembourg,Switzerland,1-4
1988,France,France,Norway,1-0
1988,Turkey,Turkey,Iceland,1-1
1988,Luxembourg,Luxembourg,Czechoslovakia,0-2
1988,Belgium,Belgium,Switzerland,1-0
1988,Bulgaria,Bulgaria,Romania,1-3
1988,German DR,German DR,Iceland,2-0
1988,Greece,Greece,Denmark,1-1
1988,Hungary,Hungary,Northern Ireland,1-0
1988,Poland,Poland,Albania,1-0
1988,Russia,Russia,Austria,2-0
1988,Scotland,Scotland,Yugoslavia,1-1
1988,Wales,Wales,Finland,2-2
1988,Cyprus,Cyprus,France,1-1
1988,Austria,Austria,Turkey,3-2
1988,Cyprus,Cyprus,Norway,0-3
1988,Denmark,Denmark,Bulgaria,1-1
1988,Romania,Romania,Greece,3-0
1988,Albania,Albania,Sweden,1-2
1988,Sudan,Sudan,Angola,1-2
1988,Portugal,Portugal,Luxembourg,1-0
1988,Spain,Spain,Republic of Ireland,2-0
1988,Yugoslavia,Yugoslavia,France,3-2
1988,Fiji,Fiji,Australia,1-0
1988,Turkey,Turkey,German DR,3-1
1988,Qatar,Qatar,Iran,0-2
1988,Syria,Syria,Saudi Arabia,0-2
1988,Australia,Australia,Fiji,5-1
1988,United Arab Emirates,United Arab Emirates,South Korea,0-1
1988,China PR,China PR,Syria,3-0
1988,Qatar,Qatar,United Arab Emirates,2-1
1988,Bahrain,Bahrain,China PR,0-1
1988,South Korea,South Korea,Japan,2-0
1988,Iran,Iran,United Arab Emirates,1-0
1988,Syria,Syria,Kuwait,1-0
1988,Qatar,Qatar,South Korea,2-3
1988,Saudi Arabia,Saudi Arabia,Bahrain,1-1
1988,Kuwait,Kuwait,China PR,2-2
1988,United Arab Emirates,United Arab Emirates,Japan,1-0
1988,Bahrain,Bahrain,Syria,0-1
1988,Malta,Malta,Hungary,2-2
1988,New Zealand,New Zealand,Taiwan,4-0
1988,South Korea,South Korea,Iran,3-0
1988,Yugoslavia,Yugoslavia,Cyprus,4-0
1988,China PR,China PR,Saudi Arabia,0-1
1988,Qatar,Qatar,Japan,3-0
1988,South Korea,South Korea,China PR,2-1
1988,New Zealand,New Zealand,Taiwan,4-1
1988,Saudi Arabia,Saudi Arabia,Iran,1-0
1988,Spain,Spain,Northern Ireland,4-0
1989,Algeria,Algeria,Zimbabwe,3-0
1989,Egypt,Egypt,Liberia,2-0
1989,Oman,Oman,Iraq,1-1
1989,Pakistan,Pakistan,Kuwait,0-1
1989,Qatar,Qatar,Jordan,1-0
1989,Kenya,Kenya,Malawi,1-1
1989,Nigeria,Nigeria,Gabon,1-0
1989,Cameroon,Cameroon,Angola,1-1
1989,DR Congo,DR Congo,Tunisia,3-1
1989,Ivory Coast,Ivory Coast,Libya,1-0
1989,Morocco,Morocco,Zambia,1-0
1989,Jordan,Jordan,Iraq,0-1
1989,Kuwait,Kuwait,United Arab Emirates,3-2
1989,Jordan,Jordan,Oman,2-0
1989,Qatar,Qatar,Iraq,1-0
1989,United Arab Emirates,United Arab Emirates,Pakistan,5-0
1989,Malawi,Malawi,Egypt,1-1
1989,Angola,Angola,Nigeria,2-2
1989,Gabon,Gabon,Cameroon,1-3
1989,Malta,Malta,Spain,0-2
1989,Tunisia,Tunisia,Morocco,2-1
1989,Zambia,Zambia,DR Congo,4-2
1989,Iraq,Iraq,Oman,3-1
1989,Jordan,Jordan,Qatar,1-1
1989,Kuwait,Kuwait,Pakistan,2-0
1989,Iraq,Iraq,Jordan,4-0
1989,Qatar,Qatar,Oman,3-0
1989,United Arab Emirates,United Arab Emirates,Kuwait,1-0
1989,Cyprus,Cyprus,Scotland,2-3
1989,Northern Ireland,Northern Ireland,Spain,0-2
1989,Iraq,Iraq,Qatar,2-2
1989,Oman,Oman,Jordan,0-2
1989,Pakistan,Pakistan,United Arab Emirates,1-4
1989,Portugal,Portugal,Belgium,1-1
1989,Thailand,Thailand,Bangladesh,1-0
1989,China PR,China PR,Bangladesh,2-0
1989,Thailand,Thailand,Iran,0-3
1989,Bangladesh,Bangladesh,Iran,1-2
1989,Thailand,Thailand,China PR,0-3
1989,Bangladesh,Bangladesh,China PR,0-2
1989,Israel,Israel,New Zealand,1-0
1989,Albania,Albania,England,0-2
1989,Bangladesh,Bangladesh,Thailand,3-1
1989,Scotland,Scotland,France,2-0
1989,Yemen,Yemen,Syria,0-1
1989,Australia,Australia,New Zealand,4-1
1989,Saudi Arabia,Saudi Arabia,Syria,5-4
1989,Iran,Iran,Bangladesh,1-0
1989,Guatemala,Guatemala,Costa Rica,1-0
1989,Israel,Israel,Australia,1-1
1989,Yemen,Yemen,Saudi Arabia,0-1
1989,Spain,Spain,Malta,4-0
1989,Syria,Syria,Yemen,2-0
1989,Costa Rica,Costa Rica,Guatemala,2-1
1989,New Zealand,New Zealand,Australia,2-0
1989,Saudi Arabia,Saudi Arabia,Yemen,1-0
1989,New Zealand,New Zealand,Israel,2-2
1989,German DR,German DR,Turkey,0-2
1989,Hungary,Hungary,Malta,1-1
1989,Australia,Australia,Israel,1-1
1989,Costa Rica,Costa Rica,United States,1-0
1989,Bulgaria,Bulgaria,Denmark,0-2
1989,England,England,Albania,5-0
1989,Malta,Malta,Northern Ireland,0-2
1989,Netherlands,Netherlands,Germany,1-1
1989,Portugal,Portugal,Switzerland,3-1
1989,Republic of Ireland,Republic of Ireland,Spain,1-0
1989,Russia,Russia,German DR,3-0
1989,Scotland,Scotland,Cyprus,2-1
1989,Belgium,Belgium,Czechoslovakia,2-1
1989,United States,United States,Costa Rica,1-0
1989,Sweden,Sweden,Poland,2-1
1989,Czechoslovakia,Czechoslovakia,Luxembourg,4-0
1989,Turkey,Turkey,Russia,0-1
1989,United States,United States,Trinidad and Tobago,1-1
1989,Denmark,Denmark,Greece,7-1
1989,Romania,Romania,Bulgaria,1-0
1989,German DR,German DR,Austria,1-1
1989,Norway,Norway,Cyprus,3-1
1989,Malaysia,Malaysia,Nepal,2-0
1989,South Korea,South Korea,Singapore,3-0
1989,Malaysia,Malaysia,Singapore,1-0
1989,South Korea,South Korea,Nepal,9-0
1989,Hong Kong,Hong Kong,North Korea,1-2
1989,Singapore,Singapore,Nepal,3-0
1989,South Korea,South Korea,Malaysia,3-0
1989,Republic of Ireland,Republic of Ireland,Malta,2-0
